"Ativo","Data","PMestq| de 12 meses| consolid:sim*","PMforn| de 12 meses| consolid:sim*","PMrecb| de 12 meses| consolid:sim*","CicFin| de 12 meses| consolid:sim*","CicOpe| de 12 meses| consolid:sim*"
"GUAR3<XBSP>","3T2009",148.00421409,70.898535648,73.113082977,150.21876142,221.11729707
"GUAR3<XBSP>","4T2009",127.36560932,87.681479506,111.39461871,151.07874853,238.76022804
"GUAR3<XBSP>","1T2010",141.12902565,65.134488746,89.184493407,165.17903031,230.31351906
"GUAR3<XBSP>","2T2010",145.60392449,71.196161314,98.489555566,172.89731874,244.09348005
"GUAR3<XBSP>","3T2010",161.12821975,69.124995271,92.960093662,184.96331814,254.08831342
"GUAR3<XBSP>","4T2010",138.17997294,67.30289824,116.38479377,187.26186847,254.56476671
"GUAR3<XBSP>","1T2011",145.05180018,52.104113242,87.425285649,180.37297259,232.47708583
"GUAR3<XBSP>","2T2011",163.72407399,62.219729936,98.094499794,199.59884385,261.81857378
"GUAR3<XBSP>","3T2011",175.72883013,60.231601777,97.637112102,213.13434045,273.36594223
"GUAR3<XBSP>","4T2011",154.81660535,61.595089756,127.47374282,220.69525842,282.29034817
"GUAR3<XBSP>","1T2012",160.09748382,47.862186525,106.02257094,218.25786823,266.12005476
"GUAR3<XBSP>","2T2012",156.92250505,50.673937709,112.86942607,219.11799341,269.79193112
"GUAR3<XBSP>","3T2012",161.50956752,50.524667956,107.97307452,218.95797409,269.48264204
"GUAR3<XBSP>","4T2012",131.20457447,55.594198929,131.1105402,206.72091574,262.31511467
"GUAR3<XBSP>","1T2013",162.98159188,48.434600311,107.41645106,221.96344263,270.39804294
"GUAR3<XBSP>","2T2013",163.37561423,51.650069115,113.27305361,224.99859873,276.64866784
"GUAR3<XBSP>","3T2013",152.68070495,43.344436933,109.63971397,218.975982,262.32041893
"GUAR3<XBSP>","4T2013",121.74905638,53.268671851,134.67957701,203.15996154,256.42863339
"GUAR3<XBSP>","1T2014",147.58226871,44.711240308,108.93833575,211.80936415,256.52060446
"GUAR3<XBSP>","2T2014",143.17039746,44.077478645,119.35310923,218.44602805,262.52350669
"GUAR3<XBSP>","3T2014",169.08163486,51.684047134,123.84997965,241.24756738,292.93161451
"GUAR3<XBSP>","4T2014",152.76901621,50.675720125,160.1154537,262.20874979,312.88446991
"GUAR3<XBSP>","1T2015",187.37491328,50.6960239,144.63087432,281.3097637,332.0057876
"GUAR3<XBSP>","2T2015",188.24253539,63.280993236,153.38353929,278.34508144,341.62607468
"GUAR3<XBSP>","3T2015",164.21327572,60.451524086,150.36694496,254.12869659,314.58022068
"GUAR3<XBSP>","4T2015",122.94518626,82.929836434,163.32463095,203.33998078,286.26981721
"GUAR3<XBSP>","1T2016",143.96432325,89.322854371,141.48267068,196.12413956,285.44699393
"GUAR3<XBSP>","2T2016",141.63615861,81.658416859,146.35158074,206.32932249,287.98773935
"GUAR3<XBSP>","3T2016",135.87398666,71.946153626,143.54295014,207.47078318,279.4169368
"GUAR3<XBSP>","4T2016",101.56557078,69.607437937,167.19316407,199.15129692,268.75873485
"GUAR3<XBSP>","1T2017",118.80535498,72.572437943,145.17699782,191.40991486,263.98235281
"GUAR3<XBSP>","2T2017",118.35441251,79.751039872,150.12682423,188.73019687,268.48123674
"GUAR3<XBSP>","3T2017",123.31929734,68.563055247,147.07604315,201.83228524,270.39534049
"GUAR3<XBSP>","4T2017",112.42387128,80.724458692,174.68275048,206.38216307,287.10662176
"GUAR3<XBSP>","1T2018",138.76501727,73.149097105,154.54733546,220.16325563,293.31235273
"GUAR3<XBSP>","2T2018",146.61792029,68.362010731,167.93062414,246.1865337,314.54854443
"GUAR3<XBSP>","3T2018",152.24684134,60.926795347,167.46401328,258.78405927,319.71085462
"GUAR3<XBSP>","4T2018",132.21237549,74.147445205,190.83238931,248.8973196,323.0447648
"GUAR3<XBSP>","1T2019",149.05392212,60.574621281,174.75475339,263.23405423,323.80867551
"GUAR3<XBSP>","2T2019",135.92092924,56.341600201,181.49040401,261.06973305,317.41133325
"GUAR3<XBSP>","3T2019",149.89535957,73.436026946,185.38761904,261.84695166,335.2829786
"GUAR3<XBSP>","4T2019",131.43141577,78.964366381,200.62556,253.09260939,332.05697577
"GUAR3<XBSP>","1T2020",162.21065671,64.290952021,168.57124054,266.49094523,330.78189725
"GUAR3<XBSP>","2T2020",154.5671495,19.29117613,147.62757477,282.90354813,302.19472426
"GUAR3<XBSP>","3T2020",134.93036064,66.728489034,168.58566373,236.78753533,303.51602437
"GUAR3<XBSP>","4T2020",121.7143813,120.63204413,215.47140507,216.55374223,337.18578637
"GUAR3<XBSP>","1T2021",162.30786372,118.4847149,210.55298099,254.37612981,372.86084471
"GUAR3<XBSP>","2T2021",129.00359542,83.840164752,215.6552203,260.81865097,344.65881572
"GUAR3<XBSP>","3T2021",145.32524909,96.379663704,226.22838276,275.17396814,371.55363185
"GUAR3<XBSP>","4T2021",137.44183451,112.99562468,261.39976273,285.84597255,398.84159724
"GUAR3<XBSP>","1T2022",159.5392079,101.07514503,223.64334718,282.10741005,383.18255508
"GUAR3<XBSP>","2T2022",146.5740394,86.498072813,234.92093653,294.99690311,381.49497592
"GUAR3<XBSP>","3T2022",151.45183148,76.317067291,212.5358164,287.67058059,363.98764788
"GUAR3<XBSP>","4T2022",136.29260383,97.948570954,221.68486438,260.02889726,357.97746821
"GUAR3<XBSP>","1T2023",161.93555947,110.73322751,196.27200989,247.47434184,358.20756935
"GUAR3<XBSP>","2T2023",156.89249002,98.089774107,193.10100092,251.90371683,349.99349093
"GUAR3<XBSP>","3T2023",151.72717328,89.353971923,184.98726485,247.3604662,336.71443813
"GUAR3<XBSP>","4T2023",125.94910827,98.97654429,192.02605093,218.99861492,317.97515921
"GUAR3<XBSP>","1T2024",143.98413807,109.85209804,166.89057126,201.02261128,310.87470933
"HBTS3<XBSP>","4T1997",37.842214515,4.3885457898,10.978443837,44.432112563,48.820658353
"HBTS3<XBSP>","1T1998","-","-","-","-","-"
"HBTS3<XBSP>","2T1998","-","-","-","-","-"
"HBTS3<XBSP>","3T1998","-","-","-","-","-"
"HBTS3<XBSP>","4T1998",507.63530028,5.7690293296,242.76475746,744.63102841,750.40005774
"HBTS3<XBSP>","1T1999","-","-","-","-","-"
"HBTS3<XBSP>","2T1999","-","-","-","-","-"
"HBTS3<XBSP>","3T1999","-","-","-","-","-"
"HBTS3<XBSP>","4T1999",683.41524638,11.027156811,127.26738706,799.65547663,810.68263344
"HBTS3<XBSP>","1T2000","-","-","-","-","-"
"HBTS3<XBSP>","2T2000","-","-","-","-","-"
"HBTS3<XBSP>","3T2000","-","-","-","-","-"
"HBTS3<XBSP>","4T2000",1988.2880957,31.596494978,122.24513962,2078.9367404,2110.5332354
"HBTS3<XBSP>","1T2001","-","-","-","-","-"
"HBTS3<XBSP>","2T2001","-","-","-","-","-"
"HBTS3<XBSP>","3T2001","-","-","-","-","-"
"HBTS3<XBSP>","4T2001",2996.1396937,127.60163049,336.14924659,3204.6873098,3332.2889403
"HBTS3<XBSP>","1T2002","-","-","-","-","-"
"HBTS3<XBSP>","2T2002","-","-","-","-","-"
"HBTS3<XBSP>","3T2002",1340.6813133,34.539786833,201.37237517,1507.5139017,1542.0536885
"HBTS3<XBSP>","4T2002",913.94337631,36.91333278,151.44662454,1028.4766681,1065.3900009
"HBTS3<XBSP>","1T2003",1224.5567733,41.577746871,132.72007579,1315.6991022,1357.2768491
"HBTS3<XBSP>","2T2003",1046.1810163,72.174787705,108.19006292,1082.1962915,1154.3710792
"HBTS3<XBSP>","3T2003","-","-","-","-","-"
"HBTS3<XBSP>","4T2003",2033.6360485,95.584055459,162.36627244,2100.4182655,2196.002321
"HBTS3<XBSP>","1T2004","-","-","-","-","-"
"HBTS3<XBSP>","2T2004","-","-","-","-","-"
"HBTS3<XBSP>","3T2004","-","-","-","-","-"
"HBTS3<XBSP>","4T2004",2667.3621767,87.284226008,180.5601201,2760.6380708,2847.9222968
"HBTS3<XBSP>","1T2005",2391.1005629,59.446234143,137.48890874,2469.1432375,2528.5894717
"HBTS3<XBSP>","2T2005",2260.1158491,51.925067784,129.37293729,2337.5637187,2389.4887864
"HBTS3<XBSP>","3T2005",2483.4481046,52.222799214,115.05169321,2546.2769986,2598.4997978
"HBTS3<XBSP>","4T2005",2396.7339483,43.360124212,143.86296484,2497.2367889,2540.5969131
"HBTS3<XBSP>","1T2006",2573.2384446,48.035216434,200.20700832,2725.4102365,2773.4454529
"HBTS3<XBSP>","2T2006",2532.5524098,46.941862978,144.4793176,2630.0898644,2677.0317274
"HBTS3<XBSP>","3T2006",2438.9581937,47.971158513,145.04988868,2536.0369239,2584.0080824
"HBTS3<XBSP>","4T2006",2731.985179,50.387224716,168.20397406,2849.8019283,2900.1891531
"HBTS3<XBSP>","1T2007",2984.5260199,47.392896687,189.79320331,3126.9263266,3174.3192232
"HBTS3<XBSP>","2T2007",3062.9296066,70.621118012,161.05102732,3153.3595159,3223.9806339
"HBTS3<XBSP>","3T2007",3666.1197428,55.583980713,151.90475489,3762.440517,3818.0244977
"HBTS3<XBSP>","4T2007",2279.2114097,36.233647332,135.2518907,2378.2296531,2414.4633004
"HBTS3<XBSP>","1T2008",2271.1703403,29.706856272,157.01515723,2398.4786412,2428.1854975
"HBTS3<XBSP>","2T2008",2362.4396985,28.266331658,182.89280699,2517.0661738,2545.3325055
"HBTS3<XBSP>","3T2008",2338.1630395,84.780523792,220.71901733,2474.101533,2558.8820568
"HBTS3<XBSP>","4T2008",2967.946542,163.75527212,340.87788642,3145.0691563,3308.8244284
"HBTS3<XBSP>","1T2009",2811.8881555,141.64118565,323.63029208,2993.877262,3135.5184476
"HBTS3<XBSP>","2T2009",2437.8497822,88.338255604,236.10377106,2585.6152977,2673.9535533
"HBTS3<XBSP>","3T2009",2321.9058558,87.114757461,129.44043222,2364.2315306,2451.346288
"HBTS3<XBSP>","4T2009",2940.5710044,60.065212205,115.72748594,2996.2332782,3056.2984904
"HBTS3<XBSP>","1T2010",1368.4914031,67.237170232,111.67832657,1412.9325594,1480.1697296
"HBTS3<XBSP>","2T2010",1528.1792918,50.861497087,102.11538461,1579.4331793,1630.2946764
"HBTS3<XBSP>","3T2010",1351.2131295,51.37781287,104.4336231,1404.2689398,1455.6467526
"HBTS3<XBSP>","4T2010",905.86139716,54.255496799,29.149354743,880.7552551,935.0107519
"HBTS3<XBSP>","1T2011",1046.7251851,66.945660395,42.381481136,1022.1610058,1089.1066662
"HBTS3<XBSP>","2T2011",987.22879403,71.944694392,49.392414829,964.67651447,1036.6212089
"HBTS3<XBSP>","3T2011",1077.6035372,87.528371408,65.19086765,1055.2660335,1142.7944049
"HBTS3<XBSP>","4T2011",1638.7870144,43.005441922,84.300097434,1680.08167,1723.0871119
"HBTS3<XBSP>","1T2012",1364.3961337,26.290884239,74.012301373,1412.1175508,1438.4084351
"HBTS3<XBSP>","2T2012",1789.654818,44.017130621,76.372473707,1822.0101611,1866.0272917
"HBTS3<XBSP>","3T2012",1974.3296328,37.31853117,61.092845297,1998.1039469,2035.4224781
"HBTS3<XBSP>","4T2012",1972.8125454,54.781472339,59.166165865,1977.1972389,2031.9787112
"HBTS3<XBSP>","1T2013",2294.7522561,52.348033373,49.134696906,2291.5389196,2343.886953
"HBTS3<XBSP>","2T2013",1757.6923861,41.94067883,41.253883211,1757.0055905,1798.9462693
"HBTS3<XBSP>","3T2013",1404.6609393,39.656360386,41.504571567,1406.5091505,1446.1655109
"HBTS3<XBSP>","4T2013",1083.7804415,46.596428201,36.436932543,1073.6209458,1120.217374
"HBTS3<XBSP>","1T2014",825.76928211,32.514082815,26.549811198,819.80501049,852.31909331
"HBTS3<XBSP>","2T2014",780.72140484,26.777408638,23.802416557,777.74641276,804.5238214
"HBTS3<XBSP>","3T2014",621.99842039,15.169381177,25.797828198,632.62686741,647.79624859
"HBTS3<XBSP>","4T2014",674.43494008,22.49088613,55.539815583,707.48386953,729.97475566
"HBTS3<XBSP>","1T2015",695.32784791,34.303674554,55.003536282,716.02770963,750.33138419
"HBTS3<XBSP>","2T2015",612.92041475,23.311130948,57.40535383,647.01463763,670.32576858
"HBTS3<XBSP>","3T2015",508.98257781,24.989005413,97.607797254,581.60136965,606.59037506
"HBTS3<XBSP>","4T2015",485.43894554,35.230042278,105.06249468,555.27139794,590.50144022
"HBTS3<XBSP>","1T2016",452.0400364,35.151956324,91.83037867,508.71845874,543.87041507
"HBTS3<XBSP>","2T2016",481.79980437,32.568633844,61.523171654,510.75434218,543.32297602
"HBTS3<XBSP>","3T2016",578.19620775,59.48557296,96.339452979,615.05008777,674.53566073
"HBTS3<XBSP>","4T2016",335.98340249,73.402489627,96.630727763,359.21164063,432.61413025
"HBTS3<XBSP>","1T2017",267.79141104,65.332238832,116.79077608,319.24994829,384.58218713
"HBTS3<XBSP>","2T2017",218.13861386,73.242231154,97.921181256,242.81756396,316.05979512
"HBTS3<XBSP>","3T2017",168.6217162,65.549694469,107.10066367,210.1726854,275.72237987
"HBTS3<XBSP>","4T2017",878.33190993,71.74203762,185.10384972,991.69372203,1063.4357596
"HBTS3<XBSP>","1T2018","-","-","-","-","-"
"HBTS3<XBSP>","2T2018","-","-","-","-","-"
"HBTS3<XBSP>","3T2018","-","-","-","-","-"
"HBTS3<XBSP>","4T2018",879.69309463,31.068266772,49.705560577,898.33038844,929.39865521
"HBTS3<XBSP>","1T2019",1482.1310508,53.301357733,52.402190615,1481.2318836,1534.5332414
"HBTS3<XBSP>","2T2019",2734.2974303,94.01038819,60.304046153,2700.5910883,2794.6014764
"HBTS3<XBSP>","3T2019",3265.5283892,113.75192916,-853.97032939,2297.8061307,2411.5580599
"HBTS3<XBSP>","4T2019",4752.42007,184.07467911,-388.47517211,4179.8702188,4363.9448979
"HBTS3<XBSP>","1T2020",4273.5777497,384.00758534,351.39068344,4240.9608478,4624.9684331
"HBTS3<XBSP>","2T2020",3826.0849957,278.47701648,151.89807138,3699.5060506,3977.9830671
"HBTS3<XBSP>","3T2020",2261.4451968,172.19212865,71.003677486,2160.2567456,2332.4488743
"HBTS3<XBSP>","4T2020",1330.2018279,100.15613099,49.6850659,1279.7307628,1379.8868938
"HBTS3<XBSP>","1T2021",1314.8822406,108.24061107,176.10373215,1382.7453617,1490.9859728
"HBTS3<XBSP>","2T2021",212.66876546,40.650775804,54.998882912,227.01687257,267.66764837
"HBTS3<XBSP>","3T2021",188.1952766,31.298886441,31.501799254,188.39818941,219.69707585
"HBTS3<XBSP>","4T2021",192.95760094,28.6103525,11.031196619,175.37844506,203.98879756
"HBTS3<XBSP>","1T2022",195.35392301,26.663379179,13.983298697,182.67384253,209.33722171
"HBTS3<XBSP>","2T2022",531.80366028,74.966394134,33.24346978,490.08073592,565.04713006
"HBTS3<XBSP>","3T2022",1213.810599,154.82534201,33.437557477,1092.4228145,1247.2481565
"HBTS3<XBSP>","4T2022",1625.9318748,344.21489892,31.929973475,1313.6469494,1657.8618483
"HBTS3<XBSP>","1T2023",1466.1341907,319.30620188,37.996984808,1184.8249736,1504.1311755
"HBTS3<XBSP>","2T2023",1650.3018109,304.01839609,39.418092327,1385.7015071,1689.7199032
"HBTS3<XBSP>","3T2023",1682.4155618,350.62808478,41.832172957,1373.61965,1724.2477348
"HBTS3<XBSP>","4T2023",635.02229361,48.682599906,27.589469639,613.92916335,662.61176325
"HBTS5<XBSP>","4T1997",37.842214515,4.3885457898,10.978443837,44.432112563,48.820658353
"HBTS5<XBSP>","1T1998","-","-","-","-","-"
"HBTS5<XBSP>","2T1998","-","-","-","-","-"
"HBTS5<XBSP>","3T1998","-","-","-","-","-"
"HBTS5<XBSP>","4T1998",507.63530028,5.7690293296,242.76475746,744.63102841,750.40005774
"HBTS5<XBSP>","1T1999","-","-","-","-","-"
"HBTS5<XBSP>","2T1999","-","-","-","-","-"
"HBTS5<XBSP>","3T1999","-","-","-","-","-"
"HBTS5<XBSP>","4T1999",683.41524638,11.027156811,127.26738706,799.65547663,810.68263344
"HBTS5<XBSP>","1T2000","-","-","-","-","-"
"HBTS5<XBSP>","2T2000","-","-","-","-","-"
"HBTS5<XBSP>","3T2000","-","-","-","-","-"
"HBTS5<XBSP>","4T2000",1988.2880957,31.596494978,122.24513962,2078.9367404,2110.5332354
"HBTS5<XBSP>","1T2001","-","-","-","-","-"
"HBTS5<XBSP>","2T2001","-","-","-","-","-"
"HBTS5<XBSP>","3T2001","-","-","-","-","-"
"HBTS5<XBSP>","4T2001",2996.1396937,127.60163049,336.14924659,3204.6873098,3332.2889403
"HBTS5<XBSP>","1T2002","-","-","-","-","-"
"HBTS5<XBSP>","2T2002","-","-","-","-","-"
"HBTS5<XBSP>","3T2002",1340.6813133,34.539786833,201.37237517,1507.5139017,1542.0536885
"HBTS5<XBSP>","4T2002",913.94337631,36.91333278,151.44662454,1028.4766681,1065.3900009
"HBTS5<XBSP>","1T2003",1224.5567733,41.577746871,132.72007579,1315.6991022,1357.2768491
"HBTS5<XBSP>","2T2003",1046.1810163,72.174787705,108.19006292,1082.1962915,1154.3710792
"HBTS5<XBSP>","3T2003","-","-","-","-","-"
"HBTS5<XBSP>","4T2003",2033.6360485,95.584055459,162.36627244,2100.4182655,2196.002321
"HBTS5<XBSP>","1T2004","-","-","-","-","-"
"HBTS5<XBSP>","2T2004","-","-","-","-","-"
"HBTS5<XBSP>","3T2004","-","-","-","-","-"
"HBTS5<XBSP>","4T2004",2667.3621767,87.284226008,180.5601201,2760.6380708,2847.9222968
"HBTS5<XBSP>","1T2005",2391.1005629,59.446234143,137.48890874,2469.1432375,2528.5894717
"HBTS5<XBSP>","2T2005",2260.1158491,51.925067784,129.37293729,2337.5637187,2389.4887864
"HBTS5<XBSP>","3T2005",2483.4481046,52.222799214,115.05169321,2546.2769986,2598.4997978
"HBTS5<XBSP>","4T2005",2396.7339483,43.360124212,143.86296484,2497.2367889,2540.5969131
"HBTS5<XBSP>","1T2006",2573.2384446,48.035216434,200.20700832,2725.4102365,2773.4454529
"HBTS5<XBSP>","2T2006",2532.5524098,46.941862978,144.4793176,2630.0898644,2677.0317274
"HBTS5<XBSP>","3T2006",2438.9581937,47.971158513,145.04988868,2536.0369239,2584.0080824
"HBTS5<XBSP>","4T2006",2731.985179,50.387224716,168.20397406,2849.8019283,2900.1891531
"HBTS5<XBSP>","1T2007",2984.5260199,47.392896687,189.79320331,3126.9263266,3174.3192232
"HBTS5<XBSP>","2T2007",3062.9296066,70.621118012,161.05102732,3153.3595159,3223.9806339
"HBTS5<XBSP>","3T2007",3666.1197428,55.583980713,151.90475489,3762.440517,3818.0244977
"HBTS5<XBSP>","4T2007",2279.2114097,36.233647332,135.2518907,2378.2296531,2414.4633004
"HBTS5<XBSP>","1T2008",2271.1703403,29.706856272,157.01515723,2398.4786412,2428.1854975
"HBTS5<XBSP>","2T2008",2362.4396985,28.266331658,182.89280699,2517.0661738,2545.3325055
"HBTS5<XBSP>","3T2008",2338.1630395,84.780523792,220.71901733,2474.101533,2558.8820568
"HBTS5<XBSP>","4T2008",2967.946542,163.75527212,340.87788642,3145.0691563,3308.8244284
"HBTS5<XBSP>","1T2009",2811.8881555,141.64118565,323.63029208,2993.877262,3135.5184476
"HBTS5<XBSP>","2T2009",2437.8497822,88.338255604,236.10377106,2585.6152977,2673.9535533
"HBTS5<XBSP>","3T2009",2321.9058558,87.114757461,129.44043222,2364.2315306,2451.346288
"HBTS5<XBSP>","4T2009",2940.5710044,60.065212205,115.72748594,2996.2332782,3056.2984904
"HBTS5<XBSP>","1T2010",1368.4914031,67.237170232,111.67832657,1412.9325594,1480.1697296
"HBTS5<XBSP>","2T2010",1528.1792918,50.861497087,102.11538461,1579.4331793,1630.2946764
"HBTS5<XBSP>","3T2010",1351.2131295,51.37781287,104.4336231,1404.2689398,1455.6467526
"HBTS5<XBSP>","4T2010",905.86139716,54.255496799,29.149354743,880.7552551,935.0107519
"HBTS5<XBSP>","1T2011",1046.7251851,66.945660395,42.381481136,1022.1610058,1089.1066662
"HBTS5<XBSP>","2T2011",987.22879403,71.944694392,49.392414829,964.67651447,1036.6212089
"HBTS5<XBSP>","3T2011",1077.6035372,87.528371408,65.19086765,1055.2660335,1142.7944049
"HBTS5<XBSP>","4T2011",1638.7870144,43.005441922,84.300097434,1680.08167,1723.0871119
"HBTS5<XBSP>","1T2012",1364.3961337,26.290884239,74.012301373,1412.1175508,1438.4084351
"HBTS5<XBSP>","2T2012",1789.654818,44.017130621,76.372473707,1822.0101611,1866.0272917
"HBTS5<XBSP>","3T2012",1974.3296328,37.31853117,61.092845297,1998.1039469,2035.4224781
"HBTS5<XBSP>","4T2012",1972.8125454,54.781472339,59.166165865,1977.1972389,2031.9787112
"HBTS5<XBSP>","1T2013",2294.7522561,52.348033373,49.134696906,2291.5389196,2343.886953
"HBTS5<XBSP>","2T2013",1757.6923861,41.94067883,41.253883211,1757.0055905,1798.9462693
"HBTS5<XBSP>","3T2013",1404.6609393,39.656360386,41.504571567,1406.5091505,1446.1655109
"HBTS5<XBSP>","4T2013",1083.7804415,46.596428201,36.436932543,1073.6209458,1120.217374
"HBTS5<XBSP>","1T2014",825.76928211,32.514082815,26.549811198,819.80501049,852.31909331
"HBTS5<XBSP>","2T2014",780.72140484,26.777408638,23.802416557,777.74641276,804.5238214
"HBTS5<XBSP>","3T2014",621.99842039,15.169381177,25.797828198,632.62686741,647.79624859
"HBTS5<XBSP>","4T2014",674.43494008,22.49088613,55.539815583,707.48386953,729.97475566
"HBTS5<XBSP>","1T2015",695.32784791,34.303674554,55.003536282,716.02770963,750.33138419
"HBTS5<XBSP>","2T2015",612.92041475,23.311130948,57.40535383,647.01463763,670.32576858
"HBTS5<XBSP>","3T2015",508.98257781,24.989005413,97.607797254,581.60136965,606.59037506
"HBTS5<XBSP>","4T2015",485.43894554,35.230042278,105.06249468,555.27139794,590.50144022
"HBTS5<XBSP>","1T2016",452.0400364,35.151956324,91.83037867,508.71845874,543.87041507
"HBTS5<XBSP>","2T2016",481.79980437,32.568633844,61.523171654,510.75434218,543.32297602
"HBTS5<XBSP>","3T2016",578.19620775,59.48557296,96.339452979,615.05008777,674.53566073
"HBTS5<XBSP>","4T2016",335.98340249,73.402489627,96.630727763,359.21164063,432.61413025
"HBTS5<XBSP>","1T2017",267.79141104,65.332238832,116.79077608,319.24994829,384.58218713
"HBTS5<XBSP>","2T2017",218.13861386,73.242231154,97.921181256,242.81756396,316.05979512
"HBTS5<XBSP>","3T2017",168.6217162,65.549694469,107.10066367,210.1726854,275.72237987
"HBTS5<XBSP>","4T2017",878.33190993,71.74203762,185.10384972,991.69372203,1063.4357596
"HBTS5<XBSP>","1T2018","-","-","-","-","-"
"HBTS5<XBSP>","2T2018","-","-","-","-","-"
"HBTS5<XBSP>","3T2018","-","-","-","-","-"
"HBTS5<XBSP>","4T2018",879.69309463,31.068266772,49.705560577,898.33038844,929.39865521
"HBTS5<XBSP>","1T2019",1482.1310508,53.301357733,52.402190615,1481.2318836,1534.5332414
"HBTS5<XBSP>","2T2019",2734.2974303,94.01038819,60.304046153,2700.5910883,2794.6014764
"HBTS5<XBSP>","3T2019",3265.5283892,113.75192916,-853.97032939,2297.8061307,2411.5580599
"HBTS5<XBSP>","4T2019",4752.42007,184.07467911,-388.47517211,4179.8702188,4363.9448979
"HBTS5<XBSP>","1T2020",4273.5777497,384.00758534,351.39068344,4240.9608478,4624.9684331
"HBTS5<XBSP>","2T2020",3826.0849957,278.47701648,151.89807138,3699.5060506,3977.9830671
"HBTS5<XBSP>","3T2020",2261.4451968,172.19212865,71.003677486,2160.2567456,2332.4488743
"HBTS5<XBSP>","4T2020",1330.2018279,100.15613099,49.6850659,1279.7307628,1379.8868938
"HBTS5<XBSP>","1T2021",1314.8822406,108.24061107,176.10373215,1382.7453617,1490.9859728
"HBTS5<XBSP>","2T2021",212.66876546,40.650775804,54.998882912,227.01687257,267.66764837
"HBTS5<XBSP>","3T2021",188.1952766,31.298886441,31.501799254,188.39818941,219.69707585
"HBTS5<XBSP>","4T2021",192.95760094,28.6103525,11.031196619,175.37844506,203.98879756
"HBTS5<XBSP>","1T2022",195.35392301,26.663379179,13.983298697,182.67384253,209.33722171
"HBTS5<XBSP>","2T2022",531.80366028,74.966394134,33.24346978,490.08073592,565.04713006
"HBTS5<XBSP>","3T2022",1213.810599,154.82534201,33.437557477,1092.4228145,1247.2481565
"HBTS5<XBSP>","4T2022",1625.9318748,344.21489892,31.929973475,1313.6469494,1657.8618483
"HBTS5<XBSP>","1T2023",1466.1341907,319.30620188,37.996984808,1184.8249736,1504.1311755
"HBTS5<XBSP>","2T2023",1650.3018109,304.01839609,39.418092327,1385.7015071,1689.7199032
"HBTS5<XBSP>","3T2023",1682.4155618,350.62808478,41.832172957,1373.61965,1724.2477348
"HBTS5<XBSP>","4T2023",635.02229361,48.682599906,27.589469639,613.92916335,662.61176325
"HBTS6<XBSP>","4T1997",37.842214515,4.3885457898,10.978443837,44.432112563,48.820658353
"HBTS6<XBSP>","1T1998","-","-","-","-","-"
"HBTS6<XBSP>","2T1998","-","-","-","-","-"
"HBTS6<XBSP>","3T1998","-","-","-","-","-"
"HBTS6<XBSP>","4T1998",507.63530028,5.7690293296,242.76475746,744.63102841,750.40005774
"HBTS6<XBSP>","1T1999","-","-","-","-","-"
"HBTS6<XBSP>","2T1999","-","-","-","-","-"
"HBTS6<XBSP>","3T1999","-","-","-","-","-"
"HBTS6<XBSP>","4T1999",683.41524638,11.027156811,127.26738706,799.65547663,810.68263344
"HBTS6<XBSP>","1T2000","-","-","-","-","-"
"HBTS6<XBSP>","2T2000","-","-","-","-","-"
"HBTS6<XBSP>","3T2000","-","-","-","-","-"
"HBTS6<XBSP>","4T2000",1988.2880957,31.596494978,122.24513962,2078.9367404,2110.5332354
"HBTS6<XBSP>","1T2001","-","-","-","-","-"
"HBTS6<XBSP>","2T2001","-","-","-","-","-"
"HBTS6<XBSP>","3T2001","-","-","-","-","-"
"HBTS6<XBSP>","4T2001",2996.1396937,127.60163049,336.14924659,3204.6873098,3332.2889403
"HBTS6<XBSP>","1T2002","-","-","-","-","-"
"HBTS6<XBSP>","2T2002","-","-","-","-","-"
"HBTS6<XBSP>","3T2002",1340.6813133,34.539786833,201.37237517,1507.5139017,1542.0536885
"HBTS6<XBSP>","4T2002",913.94337631,36.91333278,151.44662454,1028.4766681,1065.3900009
"HBTS6<XBSP>","1T2003",1224.5567733,41.577746871,132.72007579,1315.6991022,1357.2768491
"HBTS6<XBSP>","2T2003",1046.1810163,72.174787705,108.19006292,1082.1962915,1154.3710792
"HBTS6<XBSP>","3T2003","-","-","-","-","-"
"HBTS6<XBSP>","4T2003",2033.6360485,95.584055459,162.36627244,2100.4182655,2196.002321
"HBTS6<XBSP>","1T2004","-","-","-","-","-"
"HBTS6<XBSP>","2T2004","-","-","-","-","-"
"HBTS6<XBSP>","3T2004","-","-","-","-","-"
"HBTS6<XBSP>","4T2004",2667.3621767,87.284226008,180.5601201,2760.6380708,2847.9222968
"HBTS6<XBSP>","1T2005",2391.1005629,59.446234143,137.48890874,2469.1432375,2528.5894717
"HBTS6<XBSP>","2T2005",2260.1158491,51.925067784,129.37293729,2337.5637187,2389.4887864
"HBTS6<XBSP>","3T2005",2483.4481046,52.222799214,115.05169321,2546.2769986,2598.4997978
"HBTS6<XBSP>","4T2005",2396.7339483,43.360124212,143.86296484,2497.2367889,2540.5969131
"HBTS6<XBSP>","1T2006",2573.2384446,48.035216434,200.20700832,2725.4102365,2773.4454529
"HBTS6<XBSP>","2T2006",2532.5524098,46.941862978,144.4793176,2630.0898644,2677.0317274
"HBTS6<XBSP>","3T2006",2438.9581937,47.971158513,145.04988868,2536.0369239,2584.0080824
